iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CMR,Africa,Cameroon,2020-03-06,1.0,1.0,0.0,5938.034417932032,,,0.037,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-07,1.0,0.0,0.0,5938.034417932032,,,0.037,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-08,2.0,1.0,0.0,5938.034417932032,,,0.073,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-09,2.0,0.0,0.0,5938.034417932032,,,0.073,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-10,2.0,0.0,0.0,5938.034417932032,,,0.073,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-11,2.0,0.0,0.0,5938.034417932032,,,0.073,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-12,2.0,0.0,0.286,5938.034417932032,,,0.073,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-13,2.0,0.0,0.143,5938.034417932032,,,0.073,0.0,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-14,2.0,0.0,0.143,5938.034417932032,,,0.073,0.0,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-15,2.0,0.0,0.0,5938.034417932032,,,0.073,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-16,4.0,2.0,0.286,5938.034417932032,,,0.147,0.073,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-17,10.0,6.0,1.143,5938.034417932032,,,0.367,0.22,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-18,10.0,0.0,1.143,5938.034417932032,,,0.367,0.0,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-19,13.0,3.0,1.571,5938.034417932032,,,0.478,0.11,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-20,20.0,7.0,2.571,5938.034417932032,,,0.735,0.257,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-21,27.0,7.0,3.571,5938.034417932032,,,0.992,0.257,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-22,40.0,13.0,5.429,5938.034417932032,,,1.469,0.478,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-23,56.0,16.0,7.429,5938.034417932032,,,2.057,0.588,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-24,66.0,10.0,8.0,5938.034417932032,,,2.424,0.367,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-25,75.0,9.0,9.286,1.0,1.0,,2.755,0.331,0.341,0.037,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-26,75.0,0.0,8.857,1.0,0.0,,2.755,0.0,0.325,0.037,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-27,91.0,16.0,10.143,2.0,1.0,,3.343,0.588,0.373,0.073,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-28,91.0,0.0,9.143,2.0,0.0,,3.343,0.0,0.336,0.073,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-29,139.0,48.0,14.143,6.0,4.0,,5.106,1.763,0.519,0.22,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-30,139.0,0.0,11.857,6.0,0.0,,5.106,0.0,0.436,0.22,0.0,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-03-31,193.0,54.0,18.143,6.0,0.0,0.857,7.089,1.984,0.666,0.22,0.0,0.031,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-01,233.0,40.0,22.571,6.0,0.0,0.714,8.559,1.469,0.829,0.22,0.0,0.026,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-02,306.0,73.0,33.0,7.0,1.0,0.857,11.24,2.681,1.212,0.257,0.037,0.031,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-03,509.0,203.0,59.714,8.0,1.0,0.857,18.697,7.457,2.193,0.294,0.037,0.031,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-04,555.0,46.0,66.286,9.0,1.0,1.0,20.386,1.69,2.435,0.331,0.037,0.037,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-05,650.0,95.0,73.0,9.0,0.0,0.429,23.876,3.49,2.681,0.331,0.0,0.016,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-06,658.0,8.0,74.143,9.0,0.0,0.429,24.17,0.294,2.723,0.331,0.0,0.016,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-07,658.0,0.0,66.429,9.0,0.0,0.429,24.17,0.0,2.44,0.331,0.0,0.016,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-08,730.0,72.0,71.0,10.0,1.0,0.571,26.814,2.645,2.608,0.367,0.037,0.021,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-09,730.0,0.0,60.571,10.0,0.0,0.429,26.814,0.0,2.225,0.367,0.0,0.016,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-10,820.0,90.0,44.429,12.0,2.0,0.571,30.12,3.306,1.632,0.441,0.073,0.021,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-11,820.0,0.0,37.857,12.0,0.0,0.429,30.12,0.0,1.391,0.441,0.0,0.016,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-12,820.0,0.0,24.286,12.0,0.0,0.429,30.12,0.0,0.892,0.441,0.0,0.016,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-13,820.0,0.0,23.143,12.0,0.0,0.429,30.12,0.0,0.85,0.441,0.0,0.016,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-14,848.0,28.0,27.143,14.0,2.0,0.714,31.149,1.028,0.997,0.514,0.073,0.026,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-15,848.0,0.0,16.857,17.0,3.0,1.0,31.149,0.0,0.619,0.624,0.11,0.037,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-16,996.0,148.0,38.0,22.0,5.0,1.714,36.585,5.436,1.396,0.808,0.184,0.063,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-17,996.0,0.0,25.143,22.0,0.0,1.429,36.585,0.0,0.924,0.808,0.0,0.052,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.52,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-18,1017.0,21.0,28.143,22.0,0.0,1.429,37.356,0.771,1.034,0.808,0.0,0.052,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-19,1017.0,0.0,28.143,42.0,20.0,4.286,37.356,0.0,1.034,1.543,0.735,0.157,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-20,1163.0,146.0,49.0,42.0,0.0,4.286,42.719,5.363,1.8,1.543,0.0,0.157,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-21,1163.0,0.0,45.0,43.0,1.0,4.143,42.719,0.0,1.653,1.579,0.037,0.152,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-22,1163.0,0.0,45.0,43.0,0.0,3.714,42.719,0.0,1.653,1.579,0.0,0.136,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-23,1334.0,171.0,48.286,43.0,0.0,3.0,49.0,6.281,1.774,1.579,0.0,0.11,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-24,1430.0,96.0,62.0,43.0,0.0,3.0,52.527,3.526,2.277,1.579,0.0,0.11,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-25,1518.0,88.0,71.571,53.0,10.0,4.429,55.759,3.232,2.629,1.947,0.367,0.163,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-26,1621.0,103.0,86.286,56.0,3.0,2.0,59.542,3.783,3.169,2.057,0.11,0.073,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-27,1705.0,84.0,77.429,58.0,2.0,2.286,62.628,3.085,2.844,2.13,0.073,0.084,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-28,1705.0,0.0,77.429,58.0,0.0,2.143,62.628,0.0,2.844,2.13,0.0,0.079,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-29,1832.0,127.0,95.571,61.0,3.0,2.571,67.293,4.665,3.511,2.241,0.11,0.094,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-04-30,1832.0,0.0,71.143,61.0,0.0,2.571,67.293,0.0,2.613,2.241,0.0,0.094,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-01,1832.0,0.0,57.429,61.0,0.0,2.571,67.293,0.0,2.109,2.241,0.0,0.094,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-02,2077.0,245.0,79.857,64.0,3.0,1.571,76.292,8.999,2.933,2.351,0.11,0.058,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-03,2077.0,0.0,65.143,64.0,0.0,1.143,76.292,0.0,2.393,2.351,0.0,0.042,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-04,2104.0,27.0,57.0,64.0,0.0,0.857,77.284,0.992,2.094,2.351,0.0,0.031,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-05,2104.0,0.0,57.0,64.0,0.0,0.857,77.284,0.0,2.094,2.351,0.0,0.031,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-06,2265.0,161.0,61.857,108.0,44.0,6.714,83.198,5.914,2.272,3.967,1.616,0.247,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-07,2267.0,2.0,62.143,108.0,0.0,6.714,83.271,0.073,2.283,3.967,0.0,0.247,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-08,2267.0,0.0,62.143,108.0,0.0,6.714,83.271,0.0,2.283,3.967,0.0,0.247,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-09,2274.0,7.0,28.143,108.0,0.0,6.286,83.528,0.257,1.034,3.967,0.0,0.231,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-10,2579.0,305.0,71.714,114.0,6.0,7.143,94.732,11.203,2.634,4.187,0.22,0.262,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-11,2689.0,110.0,83.571,125.0,11.0,8.714,98.772,4.041,3.07,4.591,0.404,0.32,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-12,2689.0,0.0,83.571,125.0,0.0,8.714,98.772,0.0,3.07,4.591,0.0,0.32,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-13,2800.0,111.0,76.429,136.0,11.0,4.0,102.849,4.077,2.807,4.996,0.404,0.147,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-14,2954.0,154.0,98.143,139.0,3.0,4.429,108.506,5.657,3.605,5.106,0.11,0.163,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-15,3105.0,151.0,119.714,140.0,1.0,4.571,114.053,5.547,4.397,5.142,0.037,0.168,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-16,3105.0,0.0,118.714,140.0,0.0,4.571,114.053,0.0,4.361,5.142,0.0,0.168,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-17,3105.0,0.0,75.143,140.0,0.0,3.714,114.053,0.0,2.76,5.142,0.0,0.136,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-18,3529.0,424.0,120.0,140.0,0.0,2.143,129.627,15.574,4.408,5.142,0.0,0.079,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-19,3529.0,0.0,120.0,140.0,0.0,2.143,129.627,0.0,4.408,5.142,0.0,0.079,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-20,3733.0,204.0,133.286,146.0,6.0,1.429,137.12,7.493,4.896,5.363,0.22,0.052,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-21,4288.0,555.0,190.571,156.0,10.0,2.429,157.507,20.386,7.0,5.73,0.367,0.089,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-22,4400.0,112.0,185.0,159.0,3.0,2.714,161.621,4.114,6.795,5.84,0.11,0.1,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-23,4400.0,0.0,185.0,159.0,0.0,2.714,161.621,0.0,6.795,5.84,0.0,0.1,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-24,4890.0,490.0,255.0,165.0,6.0,3.571,179.619,17.999,9.367,6.061,0.22,0.131,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
CMR,Africa,Cameroon,2020-05-25,4890.0,0.0,194.429,165.0,0.0,3.571,179.619,0.0,7.142,6.061,0.0,0.131,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,
